name,price,old_price,discount
Lenovo T480s core i5 8gb ram 256gb storage-black refurbished ,"UGX 800,000","UGX 1,750,000",54%
Inspiron 15 7000 Refurbished gaming ,"UGX 1,850,000","UGX 3,800,000",51%
"Thinkpad Refurbished T420/T430 i5,500GB HDD,8GB Ram-Black","UGX 500,000","UGX 1,200,000",58%
"Refurbished Latitude 7490 i5  ,8GB Ram ,512GB SSD , 8th gen - Black","UGX 1,139,000","UGX 1,990,000",43%
"Thinkpad Renewed X280 Core I5 8th Gen 16GB RAM, 256GB SSD,12.5 Inch Screen Black Laptop","UGX 1,099,000","UGX 2,400,000",54%
"T490S Core i5-8th Gen 16GB RAM 256GB SSD,14"" Windows 11 Pro -Black-Refurbished","UGX 899,000","UGX 1,300,000",31%
"DELL  Latitude 3340 13.3 Inch Laptop, Intel Core I5, 500GB HDD Storage , 8GB RAM (Renewed) - Grey Grade A","UGX 519,000","UGX 750,000",31%
"Refurbished EliteBook 840 G5 14 Inch Screen, Core I5, 16GB Ram DDR4, 512GB SSD – Silver","UGX 1,299,000","UGX 1,990,000",35%
"Hp ZBook 14 / EliteBook 840 G3 Core i7 8GB RAM 500GB HDD 14"" Laptop Windows 10","UGX 865,350","UGX 1,500,000",42%
"DELL Intel 8th Generation Core i3 , 128GB NVMe SSD, 4GB DDR4, 13.3"", Grey,Refurbished(3 Months Warranty)","UGX 495,000","UGX 760,000",35%
DELL Latitude 3310 13.3-inch Intel Pentium 4GB RAM 128GB SSD Win 11 Pro (Renewed)-3 Months Warranty - Grey/Black,"UGX 439,000","UGX 700,000",37%
Refurbished Latitude 3180/3190 11.6'' Inch 128GB SSD 4GB RAM -Black Grade A,"UGX 380,000","UGX 880,000",57%
Refurbished 840 Elitebook G5/G6 Core I5 8GB RAM 256GB SSD-Silver (Grade A),"UGX 989,000","UGX 2,000,000",51%
Elitebook 840 14 Inches Core i5 16GB Ram 1TB HDD Refurbished- Black (6MTHS WRTY),"UGX 769,000","UGX 1,400,000",45%
" ThinkPad   13.3-inch ,Core i5, 8GB RAM, 256GB SSD,  , -Black (Renewed) Grade A","UGX 699,500","UGX 1,500,000",53%
"5440 Core i5 16GB RAM 500GB HDD,14"" - Black,Refurbished","UGX 569,000","UGX 1,090,000",48%
"ThinkPad Mini 11e 8GB RAM 128GB SSD 11.6""-Black,Refurbished ","UGX 449,000","UGX 690,000",35%
"Refurbished Hp () EliteBook 840 G2 Core i7 4gb Ram 500gb HDD, Black (4MTHS WRTY)","UGX 699,000","UGX 1,799,901",61%
"Renewed EliteBook 840 G5 14 Inch Screen, Core i5, 8GB Ram DDR4, 256GB SSD – Silver","UGX 1,099,000","UGX 2,300,000",52%
"Hp Renewed - 14"" EliteBook 840 I5 Laptop, 8GB RAM, 500GB HDD - Silver","UGX 587,000","UGX 990,000",41%
"Hp Envy X360 14.1"" Touchscreen Core 5 - 2-in-1  ES1023DX 8GB RAM 512GB ROM - Silver","UGX 2,500,000","UGX 4,400,000",43%
"Refurbished  E5480 Intel Core i5 6th Generation ,8GB RAM ,256 GB SSD Windows 10- Black","UGX 649,000","UGX 999,000",35%
Hp EliteBook 830 / 840 G8 Core i7 16GB Ram 512GB SSD Storage 11th Generation - Silver,"UGX 1,850,000","UGX 3,500,000",47%
"Latitude 3380 Intel Core I3 13.3"" 6th/7th Gen 8GB RAM, 256GB SSD Refurbished+Mouse grey","UGX 520,000","UGX 780,000",33%
 Refurbished  Thinkpad X270/X260 Intel Core I7 8GB/256GB SDD 13 Inch - Black (6MTHS WRTY),"UGX 669,900","UGX 1,590,000",58%
Lenovo 100e 4th Gen 64GB SSD  EMMC 4GB RAM WiFi - HDMI - Camera - Bluetooth Refurb (6 Months WRTY) Small & Slim.,"UGX 319,000","UGX 450,000",29%
"MacBook Pro 15” 2019 – Intel Core i9, 32GB RAM, 500GB SSD – Retina Display – Touch Bar & Touch ID – Professional Laptop – USA Used","UGX 2,250,000","UGX 2,500,000",10%
Hp Pavilion Aero AMD Ryzen 7 5825U 13.3 Inch(33.8cm) WUXGA IPS Micro-Edge Laptop(16GB RAM/1TB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard) - Open Box,"UGX 2,500,000",,
"Apple 2023 MacBook Pro M3 Chip 14.2""   18GB Unified RAM 512GB SSD - Space Gray","UGX 7,880,000","UGX 8,880,000",11%
"Amazing ThinkPad X280 Intel Core I5-8th Gen Quad-Core 8GB RAM 256GB SSD , Refurbrished , Type C Changer 6month warranty","UGX 950,000","UGX 1,500,000",37%
Envy 13 Intel Core I7 8GB RAM 512GB SSD 11th Generation-Silver,"UGX 4,900,000","UGX 5,000,000",2%
"DELL Latitude Student Mini Laptop,Intel Duo Core,64GB SSD,4GB RAM,11.6""-Gey/Black,Renewed","UGX 319,000","UGX 650,000",51%
"Hp Laptop 15s, 10th Gen Intel Core i3 15.6-inch 8GB RAM 1TB HDD (Open Box)- Black","UGX 1,580,000","UGX 20,000,000",92%
Hp OmniBook X Flip Next Gen AI PC 14-fm0023dx Intel Core Ultra 7 256V 16GB RAM 1TB SSD 14 Inch 2K Touchscreen Display - Atmospheric Blue,"UGX 3,750,000","UGX 4,750,000",21%
"Latitude Refurbished   Intel I3 Laptop 13"" Inch , 16GB Ram ,1TB HDD - GREY (6MTHS WRTY)","UGX 599,000","UGX 1,100,000",46%
"Refurbished Probook Touch Screen X360,Intel,4GB RAM,128GB SSD, 11.6 Plus Free Unlocked SIM-Card Internet Mifi-(Grade A)","UGX 499,000","UGX 650,000",23%
"Elitebook 8460 Intel Core I5,4GB RAM,500GB HDD,14"" Aluminium Body-Refurbished","UGX 465,000","UGX 859,000",46%
"Flip E205 11.6-inch Touchscreen x360, Intel Celeron/Pentium 4GB,128GB Storage, (64GB SSD Plus 64GB SD Card), Dark Blue,Refurbished","UGX 399,000","UGX 760,000",48%
"Refurbished Probook TouchScreen X360 Intel 4GB RAM 128GB SSD 11.6""-Grey (Grade A)","UGX 449,900","UGX 980,100",54%
 Refurbished  Thinkpad X270 Intel Core I7 8GB/256GB SDD 13 Inch - Black (6MTHS WRTY),"UGX 635,000","UGX 1,590,000",60%
"Hp Envy X360 14.1"" Touchscreen Core 5 - 2-in-1  14ES-1013DX  8GB RAM 1TB ROM - Silver","UGX 2,600,000","UGX 3,600,000",28%
"Referburished Thinkpad X270 Laptop, Intel Core I7, 7th Gen, 8GB RAM, 256GB SSD- BLACK( 6MTHS WRTY)","UGX 699,000","UGX 1,390,000",50%
" Latitude 7490 i7  8th Gen, 8GB  Ram, 512GB SSD - Black(6MTHS WRTY) Renewed","UGX 1,130,000","UGX 1,950,000",42%
DELL Refurbished Latitude Cerelon / Pentuim 8GB RAM /500GB. ,"UGX 459,000","UGX 750,000",39%
" EliteBook 820 12.5inch Laptop, Intel Core i5, 8GB Ram, 500GB Hard Drive, Windows 10 Pro 64bit (Refurbished) Grade A","UGX 549,890","UGX 1,400,000",61%
EliteBook Folio 1040 G3 Intel Core i5 6th Gen 16GB RAM 512GB SSD 14 Inches HD  Display-Refurbished-Silver,"UGX 1,300,000","UGX 1,800,000",28%
"Tecno Megabook S14, 1TB ROM, 12GB RAM, Snapdragon X Elite Processor, 14-inch Display. - Silver.","UGX 3,327,777","UGX 5,000,000",33%
"Latitude 3000 Series Mini Laptop,Duo Core,4GB RAM,64GB SSD,11.6 Inch-Grey/Black,Refurbished","UGX 319,000","UGX 560,000",43%
DELL Latitude 7390 Core i5 8th Gen 16GB 1TB SSD 13 inches screen size  WITH FREE Mouse,"UGX 1,499,000","UGX 2,650,000",43%
"Refurbished EliteBook 840 G5 14"" i7 8th Generation 16GB 256GB SSD Silver","UGX 1,450,000","UGX 1,900,000",24%
"Refurbished Probook 640, 14"" G2 I5,8GB RAM 256GB SSD- Black","UGX 649,999","UGX 1,799,901",64%
"Hp ProBook 440 G10, Core i5-1335U, 8GB RAM, 512GB SSD, 14"" FHD Display, FreeDOS, Fingerprint reader, Pike silver aluminum, (1YR WRTY) Grade A","UGX 3,900,000","UGX 5,800,000",33%
"EliteBook 840 G5 14"" Core I5 8th Gen, 16GB Ram, 512GB SSD Refurbished Plus a Free Laptop bag and Mouse - Silver","UGX 1,320,000","UGX 2,100,000",37%
"Acer X360 Spin Mini Laptop ,2 in 1, Touch Screen,4GB RAM,128GB Storage,(64GB SSD and 64GB Memory Card)11.6 Inch-Renewed","UGX 429,000","UGX 700,000",39%
"Refurbished Latitude 3189/3190 4GB Ram 128GB storage 11 inches touchscreen 2in1 X360 -black,gray","UGX 455,000","UGX 1,300,000",65%
Lenovo ThinkPad T490 Laptop Intel Core i5-8265U 8GB RAM 256GB SSD RENEWED,"UGX 2,300,000",,
Refurbished Yoga 11e intel Celeron 4gb Ram 128Gb - SSD Touch Screen Black (4MTHS WRTY),"UGX 569,000","UGX 1,200,000",53%
DELL Latitude 3340 Intel core i5 8GB RAM 500GB HDD,"UGX 540,000","UGX 650,000",17%
"Hp  EliteBook 820,Core i5,8GB Ram, 500GB Plus mouse -Black (Refurbished)","UGX 550,000","UGX 999,000",45%
"Refurbished ThinkPad X1 Carbon 14-Inch LED Ultrabook (Core i5,8 GB RAM,512GB SSD,6-hours battery)","UGX 15,000,000",,
" 8th Generation , Intel Core i3, 128GB SSD, 4GB PC4, 13.3""Pro Renewed","UGX 489,000","UGX 800,000",39%
"Laptop 3380Core i3  6/7th Gen for Personal & Office Use, 8GB RAM 500GB HDD Refurbished - Grade A","UGX 499,900","UGX 800,000",38%
"DELL  Refurbished Latitude 7480 Intel Core i5, 8GB RAM, 256 SSD, 14"" - Black","UGX 800,000","UGX 900,000",11%
DELL Latitude E5450 Core i5 8GB RAM 500GB HDD - Black. - (Touch Screen).,"UGX 650,000","UGX 750,000",13%
"Refurbished T420/ T430 I5 ,500GB HDD ,8GB Ram-Black","UGX 600,000","UGX 1,000,000",40%
"Renewed Elitebook G3,Core I5,12GB RAM,256GB SSD 13""- Silver 6MTHS WRTY  Grade A","UGX 699,000","UGX 1,689,984",59%
Refurbished Latitude 3180/3190 11.6'' Inch 128GB SSD 4GB RAM -Black (Grade A),"UGX 370,000","UGX 450,000",18%
"Thinkpad Refurbished ThinkPad 11e 4GBRAM 128GB SSD 11.6""-Black (6MTHS WRTY)","UGX 379,000","UGX 990,000",62%
"DELL  Latitude 13.3-inch Intel 8GB RAM 256GB SSD Win 11 PRO,Refurished-3 Months Warranty - Grey/Black","UGX 649,000","UGX 800,000",19%
"Probook 440 G3 Intel Core i5 6th Generation, 8GB RAM, 500GB HDD, 14 Inches HD Display. Refurbished-Black (6 Months Warranty)","UGX 599,000","UGX 1,001,000",40%
Refurbished Latitude 7390 Core i5 8th Gen Ram 16GB Storage 512GB SSD 6 Months warranty 13 inches plus free mouse-black ,"UGX 1,350,000","UGX 1,900,000",29%
"Refurbished Elitebook 840 G1, Core i5, 8GB RAM 500GB - Black","UGX 565,000","UGX 1,200,000",53%
"Refurbished Elitebook Core I7,8GB RAM,256GB SSD 14 Inch, - Black","UGX 899,000","UGX 1,589,990",43%
"Hp EliteBook 1030 G8 X360 Core i7, 16GB Ram, 512GB SSD 11th Gen Touchscreen 13.3 Inches-Renewed - Silver","UGX 2,562,000","UGX 3,750,000",32%
Refurbished Metro Last Light PS3 () Game (3Ms WNTY),"UGX 999,000","UGX 1,990,008",50%
"DELL Renewed Latitude 5300 Business-Class notebook, Intel Core i5 8th Generation,8GB PC4 RAM,256 SSD,13.3”,Windows 11, Black (6 Months Warranty)","UGX 749,000","UGX 1,090,000",31%
IdeaPad Intel Celeron N4020  8GB RAM And 256GB SSD Brand New -Grey,"UGX 1,499,000","UGX 2,800,000",46%
"Refurbished Elitebook 840,Core i5,500GB HDD, 8GB RAM, Windows 11 - Black","UGX 579,000","UGX 1,090,019",47%
"Probook 640 G2 (Refurbished), I5 6th Gen, 8GB RAM, 256GB SSD, 14"", DVD RW - Black","UGX 649,000","UGX 1,290,000",50%
"Refurbished Elitebook 840 G2, Intel Core i5, 512GB SSD, 8GB Ram, Windows 10Pro with a Laptop Bag - Black","UGX 770,000","UGX 1,600,000",52%
"Thinkpad Refurbished T420/T430 i5,500GB HDD,8GB Ram-Black","UGX 490,000","UGX 1,000,000",51%
"ProBook MT31 Business Laptop, 6th Generation Intel, 12GB RAM, 256GB SSD, 13.3"" Notebook, Webcam, WiFi, Windows 10 Pro(Renewed) 6 MONTHS WARRANTY","UGX 599,000","UGX 890,990",33%
"Elite Book 840 , Intel Core I5,8GB Ram, 256GB SSD - Silver & Black (6MTHS WRTY)","UGX 799,000","UGX 1,500,000",47%
"ProBook 640 G1 Intel Core I3, 8GB RAM, 750GB HDD. Refurbished Grade A+ Plus free Bag and Mouse - Black (6MTHS WRTY)","UGX 569,000","UGX 999,000",43%
ThinkPad T14 Gen 2 Laptop 512GB SSD 8GB RAM 11th Gen Intel Core i5-1135G7-Black,"UGX 4,800,000","UGX 5,500,000",13%
"Thinkpad 11e Yoga Touchscreen 11.6  Intel, 500GB HDD, 4GB Ram, Plus  Bag- Black, (Refurbished)","UGX 479,900","UGX 1,100,000",56%
"Elite Book 840 G2, Intel Core i5 4GB Ram, with 4-8 hours battery 500GB HDD- Black","UGX 1,000,000",,
Dell Latitude 5320 Core i5 16GB RAM 512GB SSD Storage 11th Gen Laptop - Silver,"UGX 1,399,000","UGX 2,200,000",36%
"Renewed Elitebook X360 1030 G7,13.3 inch Touchscreen  Intel Core i7, 16GB Ram, 512GB SSD ","UGX 2,280,000","UGX 3,800,000",40%
Latitude Laptop   8GB RAM 500GB HDD Intel  - Gray,"UGX 458,956","UGX 800,000",43%
Refurbished Latitude 7400 Intel Core i7 8th Gen 8GB RAM 512GB SSD 14 Inches HD,"UGX 1,350,000","UGX 1,950,000",31%
Hp Refurbished EliteBook Folio 1040 14inch Laptop Core i5 8GB Ram 256GB SSD-Gray/silver (Grade A),"UGX 880,000","UGX 1,200,000",27%
"3000 Series 3140 Mini Laptop, Pentium/Celeron, 4GB RAM, 192 GB SSD 11.6” Win 11 Pro, Renewed (3 Months Warranty)-Grey","UGX 399,000","UGX 700,000",43%
"Lenovo Refurbished ThinkPad 11e 4GBRAM 128GB SSD 11.6""-Black","UGX 375,000","UGX 700,100",46%
"Thinkpad Refurbished T460s 14' Core i5 6th Gen, 16GB Ram, 512GB SSD - Black","UGX 1,150,000","UGX 2,500,000",54%
"Ultrabook Refurbished 11.6"" 4GB RAM 128GB SSD-Black","UGX 349,000","UGX 699,014",50%
"3189 Touch Screen X360 Slim Laptop Intel 4GB RAM 128GB Ssd (Refurbished) Free Mouse, Mousepad And Foam Cleaner","UGX 499,000","UGX 980,000",49%
DELL Latitude 7480 Intel Core i5 (8th Gen) 8gb RAM 256gb SSD,"UGX 1,000,000","UGX 1,850,000",46%
"Lenovo X270 Laptop, Intel Core i5, 8GB RAM, 256GB SSD, 12.5 inch Renewed (6 MONTHS WARRANTY)","UGX 759,000","UGX 1,800,000",58%
"DELL Latitude 3120 Mini Laptop, Intel Duo core, 4GB Ram, 128GB SSD, 11.6”, Renewed-Grey(3 Months Warranty)","UGX 485,000","UGX 550,000",12%
"IdeaPad 1 15IGL7 Laptop – 15.6 HD, Intel Celeron N4020, 4GB RAM, 256GB SSD, Windows 11 Home","UGX 1,500,000","UGX 1,800,000",17%
DELL Referburished Latitude 3150 8GB Ram 500GB HDD + Mouse -Grey,"UGX 467,000","UGX 850,000",45%
"Refurbrished Travel Mate B117 - 11.6"" Intel Celeron 4GB RAM 128GB SSD - Black","UGX 383,000","UGX 815,000",53%
Elite X2 Core I5 12.5 Inch 7th Gen 8GB RAM 256SSD  Detachable Touchscreen Laptop (Renewed)  Silver,"UGX 1,289,000","UGX 1,990,000",35%
Referburished Latitude 3150 8GB Ram 500GB HDD + Mouse -GREY,"UGX 469,975","UGX 800,000",41%
"Refurbished 840 Core i5, 8 GB RAM, 500 GB HDD Laptop Bag, Mouse - Grey,Black","UGX 599,000","UGX 1,990,008",70%
"Refurbished Probook 640 G1 Core I7 4GB RAM,320GB HDD Black (6MTHS WRTY)","UGX 580,000","UGX 1,890,014",69%
ThinkPad T470  Intel Core i5  4GB RAM  512GB SSD  14” Display  Windows 10 Pro (Refurbished),"UGX 714,000","UGX 820,000",13%
"Hp Renewed 12.5"" EliteBook 820,Core I7 8GB Ram,500GB HDD- Black ( 6 MTHS WRTY)","UGX 690,000","UGX 1,350,000",49%
"Refurbished Latitude Laptop 16GB Ram ,1TB HDD +Bag And Mouse - Dark Grey (6 MTHS WRTY)","UGX 588,700","UGX 1,099,000",46%
Apple MacBook Pro (2015) 13 Inch Core i5 8GB Ram 256 SSD Refurbished - Silver,"UGX 1,120,000","UGX 1,200,000",7%
"probook x360 g5 12.5"" intel 4GB DDR4, 256GB SSD - Refurbished - Black","UGX 680,000","UGX 800,000",15%
"Refurbished Travelmate.4GB RAM 128GB SSD,12Inches 5Hrs- - Black","UGX 359,000","UGX 1,699,988",79%
"REFURBISHED Latitude Touch 3190 2-in-1 PC Intel (R) Pentium(R) Silver N5030 CPU up to 1.10Ghz 4GB Ram 128GB SSD 11.6"" HD Touch Gorilla Glass LED WiFi Cam HDMI W10 Pro ","UGX 488,000","UGX 950,000",49%
"Lenovo Thinkpad X1 Carbon Core™ i5 16GB Ram 256GB SSD Gen 8 14"" 10th Generation - Black (Renewed)","UGX 1,320,000","UGX 2,300,000",43%
Hp 250 15.6 Inch G10 Notebook Pc (8A517Ea) Core I3,"UGX 1,728,000","UGX 2,394,000",28%
"Latitude 3380 Intel Core I3 13.3"" 6th/7th Gen 8GB RAM, 500GB HDD, Refurbished - Grey","UGX 553,000","UGX 930,000",41%
"Refurbished Probook TouchScreen X360 Intel 4GB RAM 128GB SSD 11.6"" Plus Free 500GB EXTERNAL HARDDRIVE L - (Grade A)","UGX 499,000","UGX 650,000",23%
"ThinkPad  13.3 inch, Intel, Core I5, 8GB RAM, 512GB SSD, , Plus Bag -Black (Refurbished)","UGX 880,000","UGX 1,790,000",51%
"Yoga 11e Touchscreen 11.6"",Intel 128ssd,4GB Black, Bag Refurbished.","UGX 459,000","UGX 1,090,017",58%
"Latitude 3380 Intel Core I3 13.3"" 6th/7th Gen 8GB RAM, 256GB SSD Refurbished+Mouse,mousepad & Bag","UGX 565,000","UGX 999,000",43%
"Nec VersaPro, Laptop, Intel Core i5 8th Gen,8GB RAM,128GB SSD,12.5""-Black,Refurished","UGX 580,000","UGX 1,010,000",43%
"Elitebook 840 G5 14"" Core I5 , 8GB DDR4 Ram, 256GB SSD,Windows 11,Renewed – Silver","UGX 1,099,000","UGX 2,000,000",45%
Refurbished Elitebook 840 G2 Icore 5 8GB RAM 500GB HHD - Black (),"UGX 660,000","UGX 680,000",3%
"Hp Pavilion X360 Convertible, Core i5,8GB Ram, 512GB SSD - Silver","UGX 3,280,000","UGX 3,900,000",16%
"DELL Latitude 3340 13.3"", Intel Core i3, 4GB RAM, 500GB HDD,- Refurbished - Dark Grey","UGX 550,000","UGX 1,599,993",66%
"Refurbished Elitebook Business Laptop Core I5, 16GB DDR4 Ram speed 2660/3200MHZ Speed 512GB SSD Storage - Silver-","UGX 1,290,000","UGX 2,500,000",48%
"Travelmate X360 Spin Mini Laptop ,2 in 1, Touch Screen,4GB RAM,64GB SSD,11.6 Inch.,WIndows 11 Pro-Refurbished","UGX 379,000","UGX 670,000",43%
"Refurbished ThinkPad Yoga, 12.5-inch, Core I5, 8GB RAM, 256GB SSD, Touch Screen - Black","UGX 800,000","UGX 1,500,000",47%
Slim Laptop 360 Touch Screen With 4GB RAM 128GB Ssd Storage (Refurbished) Free Pouch,"UGX 459,000","UGX 820,000",44%
"ThinkPad Yoga 12.5-inch, Intel, Core I5 6th Gen  8GB RAM, 512GB SSD, Touch Screen, -Black (Refurbished","UGX 1,030,000","UGX 1,500,000",31%
Lenovo ThinkPad T470  Intel Core i5  4GB RAM  128GB SSD  14” Display  Windows 10 Pro (Refurbished) .,"UGX 600,000","UGX 760,000",21%
"Acer  Mini Laptop,Intel Celeron,4GB RAM,128GB SSD, 12"" Plus Free Mouse - Renewed","UGX 349,000","UGX 600,000",42%
"Thinkpad X270 Laptop, Intel Core i5,7th Generation, 8GB RAM, 512GB SSD, 12.5 inch Renewed (6 MONTHS WARRANTY)","UGX 889,000","UGX 1,900,000",53%
Dell latitude 7410 X360 Core i7 10th Gen 16GB RAM 512GB SSD Touch 2-in-1,"UGX 2,050,000",,
DELL Refurbished Latitude 3140 11.6-inch - Pentium Sliver- Quad Core 1.1Ghz - 128/192GB SSD 4GB RAM  - Black,"UGX 390,000","UGX 820,000",52%
"Hp Envy X360 14.1"" Touchscreen Core 7 - 2-in-1  ES1023DX 16GB RAM 1TB ROM - Silver","UGX 4,000,000","UGX 4,980,000",20%
"Lenovo Refurbished 14"" ThinkPad T440s Core i5 8GB RAM 500GB HDD - Black (6MTHS WRTY)","UGX 750,000","UGX 1,500,000",50%
"DELL Referburished Latitude E7470 Intel Core I5,8GB RAM,256 SDD,14 , Bag ,Mouse -Silver","UGX 710,000","UGX 1,499,000",53%
"Latitude 13.3 Inches Business Laptop,8GB RAM,128 GB SSD Storage-Renewed","UGX 549,000","UGX 700,000",22%
Refurbished Latitude 3189/3190 4GB Ram  128GB storage 11 inches touchscreen 2in1 X360  with free mouse,"UGX 480,000","UGX 1,080,000",56%
" Latitude 3380 Intel Core I3 13.3"" , 8GB RAM, 500GB HDD Refurbished+Mouse,mousepad & Bag","UGX 546,000","UGX 950,000",43%
"Dell Latitude E7470 14.0-Inch Laptop - Intel Core i5-6300U 2.4 GHz (6th Gen), 8GB RAM, 256GB SSD, Intel HD Graphics 520, Windows 10 Professional, Wi-Fi (Renewed)-Black","UGX 779,000","UGX 1,900,017",59%
"Acer Spin,11.6” Touchscreen Laptop, Intel, 4GB RAM,64GB SSD-Renewed(3 MONTHS WARRANTY)","UGX 379,000","UGX 690,000",45%
Latidude 3340 Intel Core I3 16GB RAM 500GB HDD Refurbished - Grey,"UGX 499,000","UGX 900,000",45%
DELL Latitude 7250 5th Gen Intel Core i5 8GB RAM 256GB SSD 13 Inch Slim Renewed Laptop - Black,"UGX 719,000","UGX 800,000",10%
" 3120/3140 Mini Laptop, Intel Pentium/Celeron Processor, 4GB Ram, 128GB SSD,11.6” Windows 10-Grey (3 Months Warranty)-Refurbished","UGX 389,000","UGX 699,000",44%
"Adell Dell Latitude E7470 Laptop, 14 Inches  Non-Touch, Intel Core 6th Gen I5-6300U, 8GB RAM, 512GB SSD, Windows 10 Pro (Renewed)","UGX 900,000","UGX 1,990,000",55%
"EliteBook 13 inch,Core I5,12GB RAM,500 GB,Black, Refurbished Grade A","UGX 619,900","UGX 1,099,000",44%
"EliteBook 820 g1/g2, 12.5"", Core i5, 8GB RAM, 1TB HDD (Refurbished) - Black","UGX 640,000","UGX 1,250,000",49%
Hp PROBOOK 450 G9 INTEL CORE I5 12TH GEN 8GB RAM 256GB SSD 15.6 FHD DISPLAY - SILVER,"UGX 2,205,000","UGX 4,000,000",45%
Lenovo Ideapad Flex 5 14Iau7 Cor Ei7 X360 14 Inches Touch - Silver,"UGX 4,950,000","UGX 6,930,000",29%
"Convertible X360 Spin Mini Laptop ,Touch Screen,4GB RAM,64GB SSD,11.6 Inch.,WIndows 11 Pro-Refurbished","UGX 385,000","UGX 700,000",45%
"Refurbished 11'' 11e 4GB,320GB HDD - Flash Drive - Wireless Mouse - Black","UGX 535,000","UGX 999,000",46%
" Refurbished Latitude ,  i3  ,8GB Ram ,500HDD -Dark Grey","UGX 550,000","UGX 1,300,000",58%
"X270 Core i5 2.3 GHz 8 GB RAM 256GB SSD 12.5"" HD IPS Windows 11-Refurbished","UGX 559,900","UGX 999,000",44%
"Thinkpad Core I5 8GB RAM 512GB SSD,  13.3 Inches -Black(Refurbished)","UGX 828,400","UGX 1,400,000",41%
Refurbished Probook Touch Screen X360 Intel 4GB RAM 128GB SSD 11.6 - Grey (Grade A),"UGX 435,000","UGX 550,000",21%
Lenovo 100e 4th Gen 64GB SSD EMMC(64GB) 4GB RAM WiFi - HDMI - Camera - Bluetooth Refurb (6 Months WRTY) Small & Slim Plus Free Pouch,"UGX 318,000","UGX 550,000",42%
"Hp Renewed G4 Ultrabook,Core I5 7TH Generation,8GB RAM,256GB SSD 12.5""- Silver Grade A","UGX 759,000","UGX 1,390,000",45%
"Flip Touchscreen 11.6"",Intel Celeron/Pentium,4GB Black,128GB SSD, Refurbished","UGX 399,000","UGX 600,000",34%
Refurbished MacBook Pro (2015) Retina 8GB Ram 256vSSD  - Silver,"UGX 900,000","UGX 2,000,000",55%
"Refurbished Latitude Intel Core i3 8GB Ram, 640GB HDD- Grey(6MTHS WRTY)","UGX 500,000","UGX 650,000",23%
Hp EliteBook 830 / 840 G8 Core i5 16GB Ram 256GB SSD Storage 11th Generation 13.3 inches - Silver,"UGX 1,450,000","UGX 2,900,000",50%
Refurbished HP 840 EliteBook G2 i5 8GB RAM 500GB HDD BLACK,"UGX 579,000","UGX 1,599,912",64%
"2021 iMac All in one Desktop Computer with M1 chip: 16-core Neural Engine, 24-inch Retina Display, 16GB RAM, 512GB SSD Storage, Works with iPhone/iPad - Ocean Deep Blue. (Refurbished).","UGX 6,520,000","UGX 10,000,000",35%
Hp EliteBook 1030 G3 X360 I7-8th Generation Touchscreen 2 In 1 Laptop 16GB RAM 512GB SSD 13.3 Inch(Renewed),"UGX 1,850,000","UGX 2,000,014",8%
Lenovo V14 G4 Iru- 14 Inches Core I3 Laptop= Part Number- 83A00055U,"UGX 1,480,000","UGX 2,051,000",28%
"Latitude 3380-Business Laptop, Intel Core i3, 13.3""- 6th/7th Gen, 8GB RAM, 500GB HDD Refurbished - Grey","UGX 560,000","UGX 1,200,000",53%
"ProBook X360 G3 Touch Screen, Celeron 4GB RAM 256GB SSD (Refurbished) Black/Grey","UGX 599,000","UGX 1,000,000",40%
"EliteBook 840 G5/G6 Core I5 8th Gen 8GB Ram, 512GB SSD 14 Inch Screen, ,Windows 10 - Renewed- Silver","UGX 1,299,000","UGX 1,300,000",1%
"Thinkpad 100e 4th Gen 11.6"" 4GB RAM,128GB SSD (64 ssd +64 Memory Card),Rugged & Spill Resistant Mini Refurbished Laptop","UGX 339,000","UGX 550,000",38%
"Refurbished Latitude E7450/E5450 Core i5 8GB RAM 500GB HDD,6Months Warranty -Black ","UGX 549,000","UGX 999,000",45%
"Renewed Probook 440 G3 Intel Core i5 6th Generation, 12GB RAM, 750GB HDD, 14 Inches HD Display-Black (6 Months Warranty)","UGX 729,000","UGX 1,090,000",33%
"Hp Renewed Probook 11"" i3 8GB Ram , 500GB HDD - Black","UGX 550,000","UGX 1,500,000",63%
"Latitude 7280 Touch Screen 12.5"" Core I5  7th Generation  8GB  512GB  Fast SSD Business Laptop  With Battery Of 4-8hours -Refurbished-Black","UGX 1,045,000","UGX 1,900,000",45%
" Refurbished 14""ThinkPad  T440s/T440/T450, Core I5 8GB RAM, 500GB HDD , Plus Bag -Black","UGX 625,000","UGX 1,500,000",58%
DELL Renewed Latitude 3310 13.3-inch Intel Duo Core 4GB RAM 128GB SSD Win 10-3 Months Warranty - Grey/Black,"UGX 449,000","UGX 710,000",37%
DELL  Renewed Latitude 7400 Intel Core i7 8th Gen 16GB RAM 256GB SSD 14 Inches,"UGX 1,450,000","UGX 1,500,000",3%
Refurbished Thinkpad 11e Touchscreen 11.6 Grade A,"UGX 439,000","UGX 1,090,000",60%
" Thinkpad,Intel 4GB RAM,500GB HDD,11.6""-Black,Windows 10 (6MTHS WRTY)","UGX 459,990","UGX 699,900",34%
"Hp Renewed Probook 640 Intel Core I3, 8GB RAM, 500GB HDD. Grade A+ - Black (6MTHS WRTY)","UGX 589,800","UGX 1,200,000",51%
