Description,AvgMonthlySales,AvgDailySales,SalesStdDev,SafetyStock,LeadTimeDemand,ReorderPoint,AnnualDemand,EOQ
ASSTD DESIGN 3D PAPER STICKERS,105.64,3.521333333333333,162.31,182,49.3,231.0,1267.68,252.0
ASSTD DESIGN RACING CAR PEN,96.31,3.2103333333333333,124.89,140,44.94,185.0,1155.72,240.0
ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,204.0,6.8,280.0,315,95.2,410.0,2448.0,350.0
ASSTD MULTICOLOUR CIRCLES MUG,125.0,4.166666666666667,93.95,106,58.33,164.0,1500.0,274.0
ASSTD RASTA KEY-CHAINS,4.5,0.15,4.95,6,2.1,8.0,54.0,52.0
BABUSHKA LIGHTS STRING OF 10,35.92,1.1973333333333334,22.88,26,16.76,43.0,431.04,147.0
BABY BOOM RIBBONS ,37.4,1.2466666666666666,27.95,31,17.45,48.0,448.79999999999995,150.0
BABY MOUSE RED GINGHAM DRESS,10.43,0.3476666666666667,13.96,16,4.87,21.0,125.16,79.0
BAG 125g SWIRLY MARBLES,713.23,23.774333333333335,541.71,609,332.84,942.0,8558.76,654.0
BAG 250g SWIRLY MARBLES,384.92,12.830666666666668,198.89,224,179.63,404.0,4619.04,481.0
BAG 500g SWIRLY MARBLES,105.92,3.530666666666667,210.17,236,49.43,285.0,1271.04,252.0
BAG OF SILVER STONES,11.5,0.38333333333333336,15.09,17,5.37,22.0,138.0,83.0
BAKING MOULD CHOCOLATE CUP CAKES,12.0,0.4,,0,5.6,6.0,144.0,85.0
BAKING MOULD CHOCOLATE CUPCAKES,70.54,2.3513333333333337,70.89,80,32.92,113.0,846.48,206.0
BAKING MOULD CUPCAKE CHOCOLATE,12.0,0.4,,0,5.6,6.0,144.0,85.0
BAKING MOULD EASTER EGG MILK CHOC,87.6,2.92,133.44,150,40.88,191.0,1051.1999999999998,229.0
BAKING MOULD EASTER EGG WHITE CHOC,62.22,2.074,83.7,94,29.04,123.0,746.64,193.0
BAKING MOULD HEART MILK CHOCOLATE,80.08,2.6693333333333333,72.93,82,37.37,119.0,960.96,219.0
BAKING MOULD HEART WHITE CHOCOLATE,61.08,2.036,92.28,104,28.5,132.0,732.96,191.0
BAKING MOULD ROSE MILK CHOCOLATE,51.77,1.7256666666666667,47.27,53,24.16,77.0,621.24,176.0
BAKING MOULD ROSE WHITE CHOCOLATE,23.45,0.7816666666666666,32.23,36,10.94,47.0,281.4,119.0
BAKING MOULD TOFFEE CUP  CHOCOLATE,6.0,0.2,,0,2.8,3.0,72.0,60.0
BAKING MOULD TOFFEE CUP CHOCOLATE,66.62,2.220666666666667,79.33,89,31.09,120.0,799.44,200.0
BAKING SET 9 PIECE RETROSPOT ,369.0,12.3,293.59,330,172.2,502.0,4428.0,471.0
BAKING SET SPACEBOY DESIGN,165.62,5.520666666666667,156.03,175,77.29,252.0,1987.44,315.0
BALLOON ART MAKE YOUR OWN FLOWERS,69.23,2.307666666666667,159.16,179,32.31,211.0,830.76,204.0
BALLOON PUMP WITH 10 BALLOONS,59.92,1.9973333333333334,40.57,46,27.96,74.0,719.04,190.0
BALLOON WATER BOMB PACK OF 35,453.62,15.120666666666667,742.2,834,211.69,1046.0,5443.4400000000005,522.0
BALLOONS  WRITING SET ,58.46,1.9486666666666668,51.16,57,27.28,84.0,701.52,187.0
BANK ACCOUNT  GREETING  CARD ,53.0,1.7666666666666666,29.17,33,24.73,58.0,636.0,178.0
BANQUET BIRTHDAY  CARD  ,120.92,4.030666666666667,64.34,72,56.43,128.0,1451.04,269.0
BAROQUE BUTTERFLY EARRINGS BLACK,1.0,0.03333333333333333,0.0,0,0.47,0.0,12.0,24.0
BAROQUE BUTTERFLY EARRINGS CRYSTAL,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
BASKET OF FLOWERS SEWING KIT,64.58,2.1526666666666667,89.26,100,30.14,130.0,774.96,197.0
BASKET OF TOADSTOOLS,101.69,3.3896666666666664,147.53,166,47.46,213.0,1220.28,247.0
BATH BUILDING BLOCK WORD,60.92,2.030666666666667,27.27,31,28.43,59.0,731.04,191.0
BATHROOM HOOK,35.0,1.1666666666666667,27.14,30,16.33,46.0,420.0,145.0
BATHROOM METAL SIGN,423.46,14.115333333333332,147.94,166,197.61,364.0,5081.5199999999995,504.0
BATHROOM METAL SIGN ,47.11,1.5703333333333334,69.26,78,21.98,100.0,565.3199999999999,168.0
BATHROOM SCALES FOOTPRINTS IN SAND,6.38,0.21266666666666667,5.29,6,2.98,9.0,76.56,62.0
BATHROOM SCALES RUBBER DUCKS,4.56,0.152,4.61,5,2.13,7.0,54.72,52.0
"BATHROOM SCALES, TROPICAL BEACH",2.29,0.07633333333333334,0.95,1,1.07,2.0,27.48,37.0
BATHROOM SET LOVE HEART DESIGN,11.33,0.37766666666666665,9.35,11,5.29,16.0,135.96,82.0
BEACH HUT DESIGN BLACKBOARD,6.8,0.22666666666666666,3.03,3,3.17,6.0,81.6,64.0
BEACH HUT KEY CABINET,5.25,0.175,3.86,4,2.45,6.0,63.0,56.0
BEACH HUT MIRROR,12.25,0.4083333333333333,19.31,22,5.72,28.0,147.0,86.0
BEACH HUT SHELF W 3 DRAWERS,8.75,0.2916666666666667,7.76,9,4.08,13.0,105.0,72.0
BEADED CHANDELIER T-LIGHT HOLDER,74.88,2.496,117.2,132,34.94,167.0,898.56,212.0
BEADED CRYSTAL HEART BLUE  LARGE,47.9,1.5966666666666667,63.33,71,22.35,93.0,574.8,170.0
BEADED CRYSTAL HEART BLUE ON STICK,12.17,0.4056666666666667,9.7,11,5.68,17.0,146.04,85.0
BEADED CRYSTAL HEART BLUE SMALL,11.0,0.36666666666666664,10.95,12,5.13,17.0,132.0,81.0
BEADED CRYSTAL HEART GREEN LARGE,74.18,2.472666666666667,94.43,106,34.62,141.0,890.1600000000001,211.0
BEADED CRYSTAL HEART GREEN ON STICK,23.67,0.789,24.1,27,11.05,38.0,284.04,119.0
BEADED CRYSTAL HEART GREEN SMALL,12.62,0.42066666666666663,13.65,15,5.89,21.0,151.44,87.0
BEADED CRYSTAL HEART PINK LARGE,42.46,1.4153333333333333,78.48,88,19.81,108.0,509.52,160.0
BEADED CRYSTAL HEART PINK ON STICK,16.43,0.5476666666666666,15.9,18,7.67,26.0,197.16,99.0
BEADED CRYSTAL HEART PINK SMALL,13.83,0.461,14.6,16,6.45,22.0,165.96,91.0
BEADED LOVE HEART JEWELLERY SET,10.0,0.3333333333333333,,0,4.67,5.0,120.0,77.0
BEADED PEARL HEART WHITE LARGE,19.25,0.6416666666666667,22.07,25,8.98,34.0,231.0,107.0
BEADED PEARL HEART WHITE ON STICK,58.62,1.954,60.84,68,27.36,95.0,703.4399999999999,188.0
BELL HEART ANTIQUE GOLD,12.0,0.4,,0,5.6,6.0,144.0,85.0
BELL HEART DECORATION,63.0,2.1,78.0,88,29.4,117.0,756.0,194.0
BELLE JARDINIERE CUSHION COVER,174.0,5.8,84.86,95,81.2,176.0,2088.0,323.0
BEST DAD CANDLE LETTERS,6.2,0.20666666666666667,3.11,3,2.89,6.0,74.4,61.0
BEWARE OF THE CAT METAL SIGN ,309.77,10.325666666666667,145.72,164,144.56,309.0,3717.24,431.0
BICYCLE PUNCTURE REPAIR KIT ,865.5,28.85,395.27,444,403.9,848.0,10386.0,721.0
BICYCLE SAFTEY WALL ART,229.0,7.633333333333334,250.32,281,106.87,388.0,2748.0,371.0
BIG DOUGHNUT FRIDGE MAGNETS,97.38,3.246,83.76,94,45.44,139.0,1168.56,242.0
BIG POLKADOT MUG,6.0,0.2,,0,2.8,3.0,72.0,60.0
BILI NUT AND WOOD NECKLACE,12.0,0.4,12.0,13,5.6,19.0,144.0,85.0
BINGO SET,119.46,3.9819999999999998,107.6,121,55.75,177.0,1433.52,268.0
BIRD BOX CHRISTMAS TREE DECORATION,22.0,0.7333333333333333,,0,10.27,10.0,264.0,115.0
BIRD DECORATION GREEN POLKADOT,43.33,1.4443333333333332,56.05,63,20.22,83.0,519.96,161.0
BIRD DECORATION RED RETROSPOT,63.33,2.1109999999999998,48.0,54,29.55,84.0,759.96,195.0
BIRD HOUSE HOT WATER BOTTLE,51.5,1.7166666666666666,65.8,74,24.03,98.0,618.0,176.0
BIRD ON BRANCH CANVAS SCREEN,11.0,0.36666666666666664,,0,5.13,5.0,132.0,81.0
BIRDCAGE DECORATION TEALIGHT HOLDER,50.0,1.6666666666666667,34.96,39,23.33,62.0,600.0,173.0
BIRDHOUSE DECORATION MAGIC GARDEN,47.27,1.5756666666666668,60.73,68,22.06,90.0,567.24,168.0
BIRDHOUSE GARDEN MARKER ,109.0,3.6333333333333333,154.04,173,50.87,224.0,1308.0,256.0
BIRDS MOBILE VINTAGE DESIGN,14.08,0.4693333333333333,10.6,12,6.57,19.0,168.96,92.0
BIRTHDAY BANNER TAPE,24.0,0.8,,0,11.2,11.0,288.0,120.0
BIRTHDAY BANQUET GIFT WRAP,81.25,2.7083333333333335,61.35,69,37.92,107.0,975.0,221.0
"BIRTHDAY CARD, RETRO SPOT",142.15,4.738333333333333,66.77,75,66.34,141.0,1705.8000000000002,292.0
BIRTHDAY PARTY CORDON BARRIER TAPE,33.54,1.1179999999999999,26.83,30,15.65,46.0,402.48,142.0
BISCUIT TIN 50'S CHRISTMAS,294.29,9.809666666666667,240.0,270,137.34,407.0,3531.4800000000005,420.0
BISCUIT TIN VINTAGE CHRISTMAS,233.57,7.785666666666667,164.08,184,109.0,293.0,2802.84,374.0
BISCUIT TIN VINTAGE GREEN,36.17,1.2056666666666667,30.0,34,16.88,51.0,434.04,147.0
BISCUIT TIN VINTAGE LEAF,12.0,0.4,0.0,0,5.6,6.0,144.0,85.0
BISCUIT TIN VINTAGE RED,47.67,1.589,30.11,34,22.25,56.0,572.04,169.0
BISCUITS SMALL BOWL LIGHT BLUE,115.44,3.848,112.2,126,53.87,180.0,1385.28,263.0
BLACK 3 BEAD DROP EARRINGS,6.0,0.2,,0,2.8,3.0,72.0,60.0
BLACK AND WHITE CAT BOWL,113.08,3.7693333333333334,271.55,305,52.77,358.0,1356.96,260.0
BLACK AND WHITE DOG BOWL,119.4,3.98,226.75,255,55.72,311.0,1432.8000000000002,268.0
BLACK BAROQUE CARRIAGE CLOCK,3.4,0.11333333333333333,2.79,3,1.59,5.0,40.8,45.0
BLACK BAROQUE WALL CLOCK ,4.89,0.16299999999999998,7.62,9,2.28,11.0,58.67999999999999,54.0
BLACK BIRD GARDEN DESIGN MUG,13.12,0.4373333333333333,11.53,13,6.12,19.0,157.44,89.0
BLACK CANDELABRA T-LIGHT HOLDER,63.09,2.103,87.52,98,29.44,127.0,757.08,195.0
BLACK CHAMPAGNE GLASS,168.56,5.618666666666667,150.12,169,78.66,248.0,2022.72,318.0
BLACK CHERRY LIGHTS,8.0,0.26666666666666666,,0,3.73,4.0,96.0,69.0
BLACK CHRISTMAS FLOCK DROPLET ,24.0,0.8,,0,11.2,11.0,288.0,120.0
BLACK CHRISTMAS TREE 120CM,34.83,1.161,33.13,37,16.25,53.0,417.96,145.0
BLACK CHRISTMAS TREE 60CM,92.33,3.0776666666666666,119.02,134,43.09,177.0,1107.96,235.0
BLACK CHUNKY BEAD BRACELET W STRAP,2.2,0.07333333333333333,1.3,1,1.03,2.0,26.400000000000002,36.0
BLACK CRYSTAL DROP EARRINGS,3.5,0.11666666666666667,3.54,4,1.63,6.0,42.0,46.0
BLACK DIAMANTE EXPANDABLE RING,7.0,0.23333333333333334,4.58,5,3.27,8.0,84.0,65.0
BLACK DIAMOND CLUSTER NECKLACE,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
BLACK DINER WALL CLOCK,6.62,0.22066666666666668,4.1,5,3.09,8.0,79.44,63.0
BLACK DROP CRYSTAL NECKLACE,6.0,0.2,0.0,0,2.8,3.0,72.0,60.0
BLACK DROP EARRINGS W LONG BEADS,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
BLACK EAR MUFF HEADPHONES,6.17,0.20566666666666666,9.64,11,2.88,14.0,74.03999999999999,61.0
BLACK ENAMEL FLOWER RING,9.14,0.3046666666666667,7.36,8,4.27,12.0,109.68,74.0
BLACK ENCHANTED FOREST PLACEMAT,45.0,1.5,48.37,54,21.0,75.0,540.0,164.0
BLACK FEATHER CHRISTMAS DECORATION,19.2,0.64,19.59,22,8.96,31.0,230.39999999999998,107.0
BLACK FINE BEAD NECKLACE W TASSEL,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
BLACK FLOWER CANDLE PLATE,3.5,0.11666666666666667,3.54,4,1.63,6.0,42.0,46.0
BLACK GEMSTONE BRACELET,1.5,0.05,0.71,1,0.7,2.0,18.0,30.0
BLACK GEMSTONE NECKLACE 45CM,2.0,0.06666666666666667,0.0,0,0.93,1.0,24.0,35.0
BLACK GLASS BRACELET W HEART CHARMS,3.0,0.1,,0,1.4,1.0,36.0,42.0
BLACK GRAND BAROQUE PHOTO FRAME,12.0,0.4,14.17,16,5.6,22.0,144.0,85.0
BLACK HEART CARD HOLDER,372.62,12.420666666666667,553.65,622,173.89,796.0,4471.4400000000005,473.0
BLACK KITCHEN SCALES,38.77,1.2923333333333333,22.16,25,18.09,43.0,465.24,153.0
BLACK LOVE BIRD CANDLE,20.1,0.67,30.81,35,9.38,44.0,241.20000000000002,110.0
BLACK LOVE BIRD T-LIGHT HOLDER,18.12,0.604,37.68,42,8.46,50.0,217.44,104.0
BLACK MEDIUM GLASS CAKE STAND,4.75,0.15833333333333333,4.27,5,2.22,7.0,57.0,53.0
BLACK MINI TAPE MEASURE ,14.36,0.47866666666666663,30.2,34,6.7,41.0,172.32,93.0
BLACK ORANGE SQUEEZER,12.55,0.41833333333333333,9.74,11,5.86,17.0,150.60000000000002,87.0
BLACK PHOTO ALBUM ,15.0,0.5,,0,7.0,7.0,180.0,95.0
BLACK PIRATE TREASURE CHEST,36.42,1.214,45.6,51,17.0,68.0,437.04,148.0
BLACK RECORD COVER FRAME,877.38,29.246,668.7,751,409.44,1160.0,10528.56,726.0
BLACK SIL'T SQU CANDLE PLATE ,8.0,0.26666666666666666,5.66,6,3.73,10.0,96.0,69.0
BLACK SILOUETTE CANDLE PLATE,11.42,0.38066666666666665,6.39,7,5.33,12.0,137.04,83.0
BLACK SMALL GLASS CAKE STAND,15.25,0.5083333333333333,18.41,21,7.12,28.0,183.0,96.0
BLACK SQUARE TABLE CLOCK,19.0,0.6333333333333333,16.84,19,8.87,28.0,228.0,107.0
BLACK STITCHED WALL CLOCK,77.44,2.5813333333333333,78.48,88,36.14,124.0,929.28,216.0
BLACK SWEETHEART BRACELET,6.09,0.20299999999999999,3.96,4,2.84,7.0,73.08,60.0
BLACK TEA TOWEL CLASSIC DESIGN,53.38,1.7793333333333334,40.48,45,24.91,70.0,640.5600000000001,179.0
"BLACK TEA,COFFEE,SUGAR JARS",34.69,1.1563333333333332,27.42,31,16.19,47.0,416.28,144.0
BLACK VINT ART DEC CRYSTAL BRACELET,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
BLACK VINT ART DEC CRYSTAL NECKLACE,1.6,0.05333333333333334,0.55,1,0.75,2.0,19.200000000000003,31.0
BLACK VINTAGE  CRYSTAL EARRINGS,2.2,0.07333333333333333,1.3,1,1.03,2.0,26.400000000000002,36.0
BLACK WINE GLASS,209.0,6.966666666666667,361.92,407,97.53,505.0,2508.0,354.0
BLACK+WHITE NECKLACE W TASSEL,3.25,0.10833333333333334,2.63,3,1.52,5.0,39.0,44.0
BLACK/BLUE POLKADOT UMBRELLA,87.15,2.9050000000000002,65.24,73,40.67,114.0,1045.8000000000002,229.0
BLACK/WHITE GLASS/SILVER BRACELET,2.33,0.07766666666666668,1.53,2,1.09,3.0,27.96,37.0
BLACKCHRISTMAS TREE 30CM,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
BLING KEY RING STAND,3.0,0.1,2.83,3,1.4,4.0,36.0,42.0
BLOND DOLL DOORSTOP,14.38,0.47933333333333333,11.45,13,6.71,20.0,172.56,93.0
BLOSSOM  IMAGES NOTEBOOK SET,45.27,1.5090000000000001,45.96,52,21.13,73.0,543.24,165.0
BLOSSOM IMAGES GIFT WRAP SET,68.27,2.2756666666666665,24.34,27,31.86,59.0,819.24,202.0
BLOSSOM IMAGES SCRAP BOOK SET,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
BLUE  DIAMANTE PEN IN GIFT BOX,7.62,0.254,12.03,14,3.56,18.0,91.44,68.0
BLUE  TILE HOOK,9.44,0.31466666666666665,8.34,9,4.41,13.0,113.28,75.0
BLUE  VOILE LAMPSHADE,10.75,0.35833333333333334,16.73,19,5.02,24.0,129.0,80.0
BLUE & WHITE BREAKFAST TRAY,12.17,0.4056666666666667,13.04,15,5.68,21.0,146.04,85.0
BLUE 3 PIECE POLKADOT CUTLERY SET,234.0,7.8,251.36,282,109.2,391.0,2808.0,375.0
BLUE BIRDHOUSE DECORATION,31.33,1.0443333333333333,37.67,42,14.62,57.0,375.96,137.0
BLUE BLOSSOM HAIR CLIP,12.8,0.4266666666666667,8.23,9,5.97,15.0,153.60000000000002,88.0
BLUE BREAKFAST CUP AND SAUCER ,1.33,0.044333333333333336,0.58,1,0.62,2.0,15.96,28.0
BLUE BUNNY EASTER EGG BASKET,78.5,2.6166666666666667,92.63,104,36.63,141.0,942.0,217.0
BLUE CALCULATOR RULER,35.54,1.1846666666666665,67.79,76,16.59,93.0,426.48,146.0
BLUE CAT BISCUIT BARREL PINK HEART,14.25,0.475,10.9,12,6.65,19.0,171.0,92.0
BLUE CHARLIE+LOLA PERSONAL DOORSIGN,88.73,2.957666666666667,76.67,86,41.41,127.0,1064.76,231.0
BLUE CHECK BAG W HANDLE 34X20CM,8.5,0.2833333333333333,7.78,9,3.97,13.0,102.0,71.0
BLUE CHENILLE SHAGGY CUSHION COVER ,6.14,0.20466666666666666,6.34,7,2.87,10.0,73.67999999999999,61.0
BLUE CIRCLES DESIGN MONKEY DOLL,7.0,0.23333333333333334,5.57,6,3.27,9.0,84.0,65.0
BLUE CIRCLES DESIGN TEDDY,5.2,0.17333333333333334,4.8,5,2.43,7.0,62.400000000000006,56.0
BLUE CLIMBING HYDRANGA ART FLOWER,19.0,0.6333333333333333,24.04,27,8.87,36.0,228.0,107.0
BLUE COAT RACK PARIS FASHION,32.92,1.0973333333333335,34.51,39,15.36,54.0,395.04,141.0
BLUE CRUSOE CHECK LAMPSHADE,4.5,0.15,4.95,6,2.1,8.0,54.0,52.0
BLUE CUSHION COVER WITH FLOWER,7.25,0.24166666666666667,5.74,6,3.38,9.0,87.0,66.0
BLUE DAISY MOBILE,21.5,0.7166666666666667,22.9,26,10.03,36.0,258.0,114.0
BLUE DELPHINIUM ARTIFICIAL FLOWER,19.8,0.66,17.44,20,9.24,29.0,237.60000000000002,109.0
BLUE DINER WALL CLOCK,69.77,2.3256666666666663,32.35,36,32.56,69.0,837.24,205.0
BLUE DISCO HANDBAG,4.43,0.14766666666666667,3.95,4,2.07,6.0,53.16,52.0
BLUE DRAGONFLY HELICOPTER,5.88,0.196,5.41,6,2.74,9.0,70.56,59.0
BLUE DRAWER KNOB ACRYLIC EDWARDIAN,121.08,4.036,72.2,81,56.5,138.0,1452.96,270.0
BLUE EASTER EGG HUNT START POST,4.5,0.15,0.71,1,2.1,3.0,54.0,52.0
BLUE EGG  SPOON,132.15,4.405,87.15,98,61.67,160.0,1585.8000000000002,282.0
BLUE FELT EASTER EGG BASKET,87.5,2.9166666666666665,38.34,43,40.83,84.0,1050.0,229.0
BLUE FELT HANGING HEART WITH FLOWER,6.0,0.2,,0,2.8,3.0,72.0,60.0
BLUE FLOCK CUSHION COVER ,3.0,0.1,1.41,2,1.4,3.0,36.0,42.0
BLUE FLOCK GLASS CANDLEHOLDER,80.5,2.683333333333333,108.17,122,37.57,160.0,966.0,220.0
BLUE FLOWER DES PURSE,11.0,0.36666666666666664,12.52,14,5.13,19.0,132.0,81.0
BLUE FLY SWAT,11.25,0.375,14.42,16,5.25,21.0,135.0,82.0
BLUE GEISHA GIRL ,3.33,0.111,2.25,3,1.55,5.0,39.96,45.0
BLUE GIANT GARDEN THERMOMETER,38.82,1.294,29.67,33,18.12,51.0,465.84000000000003,153.0
BLUE GINGHAM ROSE CUSHION COVER,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
BLUE GLASS CHUNKY CHARM BRACELET,2.25,0.075,0.5,1,1.05,2.0,27.0,37.0
BLUE GLASS GEMS IN BAG,47.44,1.5813333333333333,41.79,47,22.14,69.0,569.28,169.0
BLUE GREEN EMBROIDERY COSMETIC BAG,1.5,0.05,0.71,1,0.7,2.0,18.0,30.0
BLUE HANGING GINGHAM EASTER HEN,10.67,0.3556666666666667,5.03,6,4.98,11.0,128.04,80.0
BLUE HAPPY BIRTHDAY BUNTING,150.0,5.0,104.25,117,70.0,187.0,1800.0,300.0
BLUE HARMONICA IN BOX ,571.85,19.061666666666667,318.01,357,266.86,624.0,6862.200000000001,586.0
BLUE HEART COMPACT MIRROR,15.62,0.5206666666666666,16.19,18,7.29,25.0,187.44,97.0
BLUE HOLE PUNCH,2.6,0.08666666666666667,2.51,3,1.21,4.0,31.200000000000003,39.0
BLUE JUICY FRUIT PHOTO FRAME,6.83,0.22766666666666666,5.73,6,3.19,9.0,81.96000000000001,64.0
BLUE KNITTED EGG COSY,37.5,1.25,38.59,43,17.5,60.0,450.0,150.0
BLUE KNITTED HEN ,30.33,1.011,41.53,47,14.15,61.0,363.96,135.0
BLUE LEAVES AND BEADS PHONE CHARM,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
BLUE MONTE CARLO HANDBAG,24.0,0.8,,0,11.2,11.0,288.0,120.0
BLUE MURANO TWIST BRACELET,4.0,0.13333333333333333,3.67,4,1.87,6.0,48.0,49.0
BLUE MURANO TWIST NECKLACE,2.0,0.06666666666666667,0.0,0,0.93,1.0,24.0,35.0
BLUE NETTING STORAGE HANGER,1.6,0.05333333333333334,0.89,1,0.75,2.0,19.200000000000003,31.0
BLUE NEW BAROQUE CANDLESTICK CANDLE,48.78,1.6260000000000001,28.49,32,22.76,55.0,585.36,171.0
BLUE NEW BAROQUE FLOCK CANDLESTICK,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
BLUE ORGANDY ROUND LAMPSHADE W BEA,4.0,0.13333333333333333,4.36,5,1.87,7.0,48.0,49.0
BLUE OWL SOFT TOY,44.45,1.4816666666666667,34.79,39,20.74,60.0,533.4000000000001,163.0
BLUE PADDED SOFT MOBILE,1.0,0.03333333333333333,,0,0.47,0.0,12.0,24.0
BLUE PAINTED KASHMIRI CHAIR,3.0,0.1,,0,1.4,1.0,36.0,42.0
BLUE PAISLEY JOURNAL ,16.69,0.5563333333333333,13.05,15,7.79,23.0,200.28000000000003,100.0
BLUE PAISLEY NOTEBOOK,5.6,0.18666666666666665,4.86,5,2.61,8.0,67.19999999999999,58.0
BLUE PAISLEY POCKET BOOK,26.55,0.885,20.8,23,12.39,35.0,318.6,126.0
BLUE PAISLEY SKETCHBOOK,8.46,0.28200000000000003,4.29,5,3.95,9.0,101.52000000000001,71.0
BLUE PAISLEY TISSUE BOX,60.73,2.0243333333333333,57.95,65,28.34,93.0,728.76,191.0
BLUE PAPER PARASOL ,34.11,1.137,34.04,38,15.92,54.0,409.32,143.0
BLUE PARTY BAGS ,111.62,3.720666666666667,69.87,79,52.09,131.0,1339.44,259.0
BLUE PATCH PURSE PINK HEART,55.33,1.8443333333333334,46.65,52,25.82,78.0,663.96,182.0
BLUE POLKADOT BEAKER ,351.5,11.716666666666667,232.23,261,164.03,425.0,4218.0,459.0
BLUE POLKADOT BOWL,209.92,6.997333333333333,117.73,132,97.96,230.0,2519.04,355.0
BLUE POLKADOT COFFEE MUG,341.17,11.372333333333334,387.38,435,159.21,594.0,4094.04,452.0
BLUE POLKADOT CUP,242.77,8.092333333333334,200.45,225,113.29,338.0,2913.2400000000002,382.0
BLUE POLKADOT EGG CUP ,203.2,6.7733333333333325,307.98,346,94.83,441.0,2438.3999999999996,349.0
BLUE POLKADOT GARDEN PARASOL,14.8,0.49333333333333335,17.81,20,6.91,27.0,177.60000000000002,94.0
BLUE POLKADOT KIDS BAG,19.0,0.6333333333333333,22.46,25,8.87,34.0,228.0,107.0
BLUE POLKADOT LUGGAGE TAG ,12.5,0.4166666666666667,12.38,14,5.83,20.0,150.0,87.0
BLUE POLKADOT PASSPORT COVER,17.77,0.5923333333333333,22.46,25,8.29,33.0,213.24,103.0
BLUE POLKADOT PLATE ,193.73,6.457666666666666,131.37,148,90.41,238.0,2324.7599999999998,341.0
BLUE POLKADOT PUDDING BOWL,14.5,0.48333333333333334,2.12,2,6.77,9.0,174.0,93.0
BLUE POLKADOT PURSE ,3.0,0.1,2.65,3,1.4,4.0,36.0,42.0
BLUE POLKADOT WASHING UP GLOVES,30.58,1.0193333333333332,15.25,17,14.27,31.0,366.96,135.0
BLUE POLKADOT WRAP,532.69,17.756333333333334,218.04,245,248.59,494.0,6392.280000000001,565.0
BLUE POT PLANT CANDLE ,21.92,0.7306666666666667,27.77,31,10.23,41.0,263.04,115.0
BLUE PUDDING SPOON,84.17,2.8056666666666668,63.56,71,39.28,110.0,1010.04,225.0
BLUE REFECTORY CLOCK ,23.14,0.7713333333333333,13.53,15,10.8,26.0,277.68,118.0
BLUE RETRO KITCHEN WALL CLOCK,17.5,0.5833333333333334,4.95,6,8.17,14.0,210.0,102.0
BLUE ROSE FABRIC MIRROR,40.9,1.3633333333333333,49.1,55,19.09,74.0,490.79999999999995,157.0
BLUE ROSE PATCH PURSE PINK BUTTERFL,10.67,0.3556666666666667,4.51,5,4.98,10.0,128.04,80.0
BLUE ROUND COMPACT MIRROR,22.0,0.7333333333333333,21.98,25,10.27,35.0,264.0,115.0
BLUE SAVANNAH PICNIC HAMPER FOR 2,9.86,0.32866666666666666,14.17,16,4.6,21.0,118.32,77.0
BLUE SCANDINAVIAN PAISLEY WRAP,83.33,2.7776666666666667,34.27,39,38.89,78.0,999.96,224.0
BLUE SCOTTIE DOG W FLOWER PATTERN,13.4,0.44666666666666666,19.48,22,6.25,28.0,160.8,90.0
BLUE SHARK HELICOPTER,2.0,0.06666666666666667,,0,0.93,1.0,24.0,35.0
BLUE SPOT CERAMIC DRAWER KNOB,308.0,10.266666666666667,138.61,156,143.73,300.0,3696.0,430.0
BLUE SQUARE COMPACT MIRROR,10.2,0.33999999999999997,5.89,7,4.76,12.0,122.39999999999999,78.0
BLUE STONES ON WIRE FOR CANDLE,40.4,1.3466666666666667,43.3,49,18.85,68.0,484.79999999999995,156.0
BLUE STRIPE CERAMIC DRAWER KNOB,382.23,12.741000000000001,169.8,191,178.37,369.0,4586.76,479.0
BLUE STRIPES SHOULDER BAG,4.5,0.15,0.71,1,2.1,3.0,54.0,52.0
BLUE SWEETHEART BRACELET,10.0,0.3333333333333333,11.31,13,4.67,18.0,120.0,77.0
BLUE TABLE RUN FLOWER,6.43,0.21433333333333332,8.42,9,3.0,12.0,77.16,62.0
BLUE TEA TOWEL CLASSIC DESIGN,56.0,1.8666666666666667,54.98,62,26.13,88.0,672.0,183.0
BLUE TEATIME PRINT BOWL ,10.0,0.3333333333333333,,0,4.67,5.0,120.0,77.0
BLUE TILED TRAY,2.0,0.06666666666666667,2.0,2,0.93,3.0,24.0,35.0
BLUE TRAVEL FIRST AID KIT,6.8,0.22666666666666666,8.29,9,3.17,12.0,81.6,64.0
BLUE TV TRAY TABLE ,15.2,0.5066666666666666,15.97,18,7.09,25.0,182.39999999999998,95.0
BLUE VICTORIAN FABRIC OVAL BOX,73.73,2.457666666666667,109.95,124,34.41,158.0,884.76,210.0
